x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20,x_21,y_21,z_21
-0.0768657010953591,-0.4514011823822856,-0.0878877351235668,-0.0425190438719053,-0.4526818207930063,-0.2014025612267883,-0.1112123583188126,-0.450120543971565,0.0256270909796547,-0.0425190438719053,-0.4526818207930063,-0.2014025612267883,-0.0636420415426665,-0.6857315310828519,-0.0260824216792983,-0.1475316433666736,-0.7046054382512948,0.0030662792040289,-0.0169039440445455,-0.0469558534929215,-0.2439903044087167,-0.0868763147362457,-0.9901097780801984,0.001908539695345,-0.1706141951749653,-1.033060253619048,-0.1011898771323436,-0.0169039440445455,-0.0469558534929215,-0.2439903044087167,-0.0699222410133559,-0.9611011821533724,-0.0084369362414652,-0.1636995471672268,-0.9824229498278004,-0.0897084494843601,-0.0169039440445455,-0.0469558534929215,-0.2439903044087167,-0.0912067028806442,-0.1538306622847149,-0.5012732070868354,-0.1311308280871696,-0.2140194185102227,0.1905852407334632,0.0,0.0,0.0,-0.0169039440445455,-0.0469558534929215,-0.2439903044087167,-0.0926394790361069,-0.0699167450685542,0.0759922310043613,-0.0912067028806442,-0.1538306622847149,-0.5012732070868354,-0.1311308280871696,-0.2140194185102227,0.1905852407334632,-0.031846418698069,-0.191526681505438,-0.6995750145467471,-0.068789993112285,-0.2242681897591894,0.2635204461226759
-0.07123214124655178,-0.420500949770401,0.11269965027270443,-0.08376324604539144,-0.4173015555198964,-0.008411236644483233,-0.05870103644771197,-0.4237003440209055,0.2338105371898922,-0.08376324604539144,-0.4173015555198964,-0.008411236644483233,-0.11521792748316892,-0.6405617004720686,0.0895299005885559,-0.08994360836597316,-0.6255912671998933,0.37882928891860296,-0.07631321800378195,-0.06077716810135355,-0.10269072435029968,-0.17866310282759149,-0.8946092047886324,0.2541949793022048,-0.1380434630120842,-0.8673415657676611,0.5503300947786103,-0.07631321800378195,-0.06077716810135355,-0.10269072435029968,-0.1668684995398442,-0.8640341499141134,0.2404633380088245,-0.1200823624226021,-0.8332708511447358,0.5383458136561863,-0.07631321800378195,-0.06077716810135355,-0.10269072435029968,-0.11836288754856304,-0.19825744350045563,-0.1741845002941385,-0.050083486474546586,-0.2093038578027912,0.370290601256805,0.0,0.0,0.0,-0.07631321800378195,-0.06077716810135355,-0.10269072435029968,-0.04358403516981367,-0.07174533401608561,0.25135507897083936,-0.11836288754856304,-0.19825744350045563,-0.1741845002941385,-0.050083486474546586,-0.2093038578027912,0.370290601256805,-0.031776924129392925,-0.20025210018213105,-0.15440419349873116,-0.010554073896908909,-0.251518472111079,0.3046110339472316
-0.09872094365422583,-0.4324623766883042,-0.0949940168723782,-0.10040239329669302,-0.45246626610847257,-0.27297877182821595,-0.0970394940117587,-0.41245848726813583,0.08299073808345939,-0.10040239329669302,-0.45246626610847257,-0.27297877182821595,-0.09045488764104632,-0.7372711583216625,-0.31047331273633094,-0.08104188145722045,-0.6596329605542843,-0.06271161742808186,-0.06401801681309513,-0.06285726642490036,-0.3135319051962981,-0.1981972248928209,-1.0770745708403446,-0.3324318988918202,-0.17565441251332362,-1.0263267015834618,-0.08737438869777672,-0.06401801681309513,-0.06285726642490036,-0.3135319051962981,-0.1692898794613362,-1.0389646734774287,-0.3297598402024959,-0.15040102002737843,-0.9816631578033427,-0.08050183148725237,-0.06401801681309513,-0.06285726642490036,-0.3135319051962981,-0.06614518100554626,-0.24372450653761277,-0.3808535040874113,-0.1034684679951788,-0.20166722183430716,0.2930136550489239,0.0,0.0,0.0,-0.06401801681309513,-0.06285726642490036,-0.3135319051962981,-0.07899051133284458,-0.05890691114849411,0.23224922964334355,-0.06614518100554626,-0.24372450653761277,-0.3808535040874113,-0.1034684679951788,-0.20166722183430716,0.2930136550489239,-0.007340830531784352,-0.27240496713106316,-0.2168420084444181,-0.06424062242531006,-0.27721627458397485,0.20511736536491018
-0.11513235201652061,-0.41437114948865816,-0.12783735918594583,-0.10735088102310059,-0.4197035569231717,-0.3023018244455316,-0.12291382300994057,-0.40903874205414475,0.046627106073639915,-0.10735088102310059,-0.4197035569231717,-0.3023018244455316,-0.06699724006737279,-0.664500955672813,-0.41002528683902484,-0.11547265058555312,-0.6890979052288249,-0.00020405241011206554,-0.05425376484790763,-0.07179245420052548,-0.32128412308598503,-0.0757174332157262,-1.0642013460305568,-0.46147321879677083,-0.2339327832055288,-1.0151616802230885,-0.0001338472995233153,-0.05425376484790763,-0.07179245420052548,-0.32128412308598503,-0.05823723129141274,-1.0054091661914735,-0.45991277702280253,-0.20764171279544077,-0.973303547225299,0.003951892513210431,-0.05425376484790763,-0.07179245420052548,-0.32128412308598503,-0.07052251019808431,-0.21570211009880594,-0.4088488089222512,-0.08110404836613457,-0.21698486350307003,0.3016290698726651,0.0,0.0,0.0,-0.05425376484790763,-0.07179245420052548,-0.32128412308598503,-0.07289593721567796,-0.0684566064502668,0.2113940275070979,-0.07052251019808431,-0.21570211009880594,-0.4088488089222512,-0.08110404836613457,-0.21698486350307003,0.3016290698726651,-0.02745586866272577,-0.28657927241617936,-0.29974618922640595,-0.04843702955996438,-0.26116480622348065,0.23550734347144642
-0.11786683004720538,-0.432193527017325,0.00705266245533941,-0.10747814855834237,-0.44638974139770105,-0.16472886492685498,-0.1282555115360684,-0.417997312636949,0.1788341898375338,-0.10747814855834237,-0.44638974139770105,-0.16472886492685498,-0.07267411110158359,-0.6340252276237245,-0.028930204606066476,-0.13852357448191407,-0.5966393716143364,0.31147635084085673,-0.06548735759894875,-0.05357367032912447,-0.26175433111344376,-0.07401396128246666,-0.9633041971651005,0.09243658006181482,-0.27219703507899484,-0.8944434706071928,0.47213846630291234,-0.06548735759894875,-0.05357367032912447,-0.26175433111344376,-0.059827152374209616,-0.9063896596917705,0.07955143790678848,-0.23367371159447703,-0.8568862650000889,0.45937296924378407,-0.06548735759894875,-0.05357367032912447,-0.26175433111344376,-0.10369939870597959,-0.2110665063104526,-0.40297504905723736,-0.11638270802957291,-0.17567139387098532,0.43469020931394803,0.0,0.0,0.0,-0.06548735759894875,-0.05357367032912447,-0.26175433111344376,-0.08830094487998959,-0.03387457645369163,0.2505219040167498,-0.10369939870597959,-0.2110665063104526,-0.40297504905723736,-0.11638270802957291,-0.17567139387098532,0.43469020931394803,-0.03048774088854979,-0.2571015015020539,-0.396897019501101,-0.06809809321412795,-0.26296858199791656,0.46532481166636663
-0.16844325109226957,-0.41035087367286216,-0.026364589802779507,-0.16272187786258674,-0.42777000937980914,-0.22639819173642473,-0.17416462432195212,-0.39293173796591513,0.17366901213086552,-0.16272187786258674,-0.42777000937980914,-0.22639819173642473,-0.11750666983124688,-0.7112586650381857,-0.17888668997530055,-0.1419112129219507,-0.6859927424538712,0.20759430736357465,-0.0821538009241285,-0.04459618108902,-0.32665770842626474,-0.14842237911804118,-1.094381078357947,-0.04433502531319214,-0.3316633994909923,-0.9371960297412963,0.29484339516211594,-0.0821538009241285,-0.04459618108902,-0.32665770842626474,-0.129063555421578,-1.0306409708630273,-0.05749097494846903,-0.28182065220486713,-0.9138263368882787,0.2918202003690275,-0.0821538009241285,-0.04459618108902,-0.32665770842626474,-0.12572415117595592,-0.2425049110791342,-0.3426518507102396,-0.13811961904138154,-0.21809267769618157,0.36994240873338424,0.0,0.0,0.0,-0.0821538009241285,-0.04459618108902,-0.32665770842626474,-0.09441773583706137,-0.017621504391453557,0.27764284275665624,-0.12572415117595592,-0.2425049110791342,-0.3426518507102396,-0.13811961904138154,-0.21809267769618157,0.36994240873338424,-0.03339435179286014,-0.2871433422894252,-0.12279185644544831,-0.0704645226041854,-0.31792847562590015,0.26413252400028253
-0.1931719340347805,-0.3112346314580446,0.10982217779234812,-0.1922083840090128,-0.32942155142278995,-0.06858322145240234,-0.1941354840605479,-0.2930477114932992,0.2882275770370986,-0.1922083840090128,-0.32942155142278995,-0.06858322145240234,-0.16445217295505324,-0.5960978192486973,-0.008683108235714658,-0.16340731372607098,-0.5491685887145131,0.37422032972775937,-0.07285935046999271,-0.028717339290786393,-0.26220005000191493,-0.2074549306506482,-0.9264873759942788,0.08074860244402596,-0.20275686873682483,-0.8777731792042723,0.5367225410915462,-0.07285935046999271,-0.028717339290786393,-0.26220005000191493,-0.18308404392143257,-0.8792266080053864,0.07809154012526959,-0.1785234580059367,-0.8304262991375824,0.5277111597676486,-0.07285935046999271,-0.028717339290786393,-0.26220005000191493,-0.08446023971873991,-0.24103977940963472,-0.25318989419850885,-0.11534003067729634,-0.18286290472106687,0.3537035130086924,0.0,0.0,0.0,-0.07285935046999271,-0.028717339290786393,-0.26220005000191493,-0.0891571775376531,0.011425561448059826,0.25301220631548554,-0.08446023971873991,-0.24103977940963472,-0.25318989419850885,-0.11534003067729634,-0.18286290472106687,0.3537035130086924,0.006410052264260842,-0.2844344600621853,-0.09353282847580904,-0.0334638323816744,-0.25583999207156655,0.24595987764618707
-0.20127825802035776,-0.234635105057055,0.20522723548304525,-0.2127993818739935,-0.2513037454922077,0.04693718655795479,-0.18975713416672185,-0.21796646462190236,0.36351728440813574,-0.2127993818739935,-0.2513037454922077,0.04693718655795479,-0.18502339664853448,-0.4991103431351913,0.16378124652846648,-0.17533899900101735,-0.46279115410296934,0.4482189555350711,-0.08618074999511445,-0.014316713441083465,-0.23051655137729402,-0.22938288254761816,-0.8214752457057233,0.3334031495443791,-0.23549268591446818,-0.775363981076085,0.6518074752049953,-0.08618074999511445,-0.014316713441083465,-0.23051655137729402,-0.20490026551785792,-0.7791675860021421,0.32276503669897555,-0.20870834951633144,-0.7366985186639509,0.6375671351267503,-0.08618074999511445,-0.014316713441083465,-0.23051655137729402,-0.07133845596763419,-0.20160354668691388,-0.20204430518465538,-0.11886315518094819,-0.07540264173859368,0.39170576469580287,0.0,0.0,0.0,-0.08618074999511445,-0.014316713441083465,-0.23051655137729402,-0.08766683714419381,0.06110851475164822,0.23936794454538293,-0.07133845596763419,-0.20160354668691388,-0.20204430518465538,-0.11886315518094819,-0.07540264173859368,0.39170576469580287,0.0021650160266445838,-0.32645707672444924,-0.05680169724925027,-0.05837358159711397,-0.18037800132735018,0.38266014951582056
-0.14556104449701826,-0.155587154920872,0.3187474984497271,-0.15600668801051876,-0.17283754551896996,0.18671914031159426,-0.13511540098351793,-0.138336764322774,0.45077585658785996,-0.15600668801051876,-0.17283754551896996,0.18671914031159426,-0.1432190692010997,-0.35242359318651123,0.341651806834801,-0.12679085677056617,-0.3295733894715471,0.5848799214852086,-0.06783982757474026,-0.0015623401346564912,-0.1509295526955133,-0.18722369623947557,-0.5939382655449958,0.5739771989644987,-0.1845991946279524,-0.5615521101133558,0.8531901955004797,-0.06783982757474026,-0.0015623401346564912,-0.1509295526955133,-0.16787477856130378,-0.563262792839444,0.5582888393883404,-0.1609807874392559,-0.5315271857817615,0.8316021147074355,-0.06783982757474026,-0.0015623401346564912,-0.1509295526955133,-0.03630633468317154,-0.14578910641985363,-0.16176948311946196,-0.0629043083146949,-0.06536076987635679,0.3001183339815856,0.0,0.0,0.0,-0.06783982757474026,-0.0015623401346564912,-0.1509295526955133,-0.062326503133764075,0.06521918136407345,0.2197036441984826,-0.03630633468317154,-0.14578910641985363,-0.16176948311946196,-0.0629043083146949,-0.06536076987635679,0.3001183339815856,0.010199215677524635,-0.27778849331762756,-0.13349652113065844,-0.03638662204605579,-0.17672344232287548,0.2101543188037341
-0.14403467089645033,-0.13587027361729911,0.41562380460149745,-0.1548915913920887,-0.14698720879887123,0.2870214562102647,-0.13317775040081176,-0.12475333843572707,0.5442261529927301,-0.1548915913920887,-0.14698720879887123,0.2870214562102647,-0.1324363125199979,-0.3166528891429435,0.34473252159873624,-0.12574490298386748,-0.3064901820120124,0.6202982738226845,-0.0726540754859763,0.0001489111959501379,-0.11830724936488861,-0.1824588386937334,-0.5665415138302133,0.542945723773993,-0.18175671348329087,-0.5404904716484739,0.8620593946276155,-0.0726540754859763,0.0001489111959501379,-0.11830724936488861,-0.16217912124671624,-0.5368267090466332,0.5315884436806139,-0.1601504902124238,-0.5117447712595555,0.8440613017185417,-0.0726540754859763,0.0001489111959501379,-0.11830724936488861,-0.03773198548982797,-0.1406766485420964,-0.1511306945495068,-0.06515826841752481,-0.05922383677856331,0.3444230819229102,0.0,0.0,0.0,-0.0726540754859763,0.0001489111959501379,-0.11830724936488861,-0.058504015725627405,0.06451137370728519,0.2469108881348144,-0.03773198548982797,-0.1406766485420964,-0.1511306945495068,-0.06515826841752481,-0.05922383677856331,0.3444230819229102,-0.0004298747325578601,-0.2740936817099674,-0.15426940986216656,-0.03457963760799882,-0.1891720098530988,0.29164570760275726
